id	description	en	local
def_inventory_outfit_firefighter_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store outfit. When equipped, it will absorb 95% of damage dealt by fires.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store outfit. When equipped, it will absorb 95% of damage dealt by fires.
def_inventory_outfit_firefighter_s_desc		An outfit inventory unit containing specialist firefighting gear.	An outfit inventory unit containing specialist firefighting gear.
def_inventory_outfit_firefighter_node_0_label		Electric	Electric
def_inventory_outfit_firefighter_node_0_desc		Electrical power connection.	Electrical power connection.
def_inventory_outfit_hazmat_name		Outfit Inventory (Hazmat)	Outfit Inventory (Hazmat)
def_inventory_outfit_hazmat_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store outfit. When equipped, it will absorb 95% of incoming radiation.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store outfit. When equipped, it will absorb 95% of incoming radiation.
def_inventory_outfit_hazmat_s_desc		An outfit inventory unit containing specialist hazmat gear.	An outfit inventory unit containing specialist hazmat gear.
def_inventory_outfit_hazmat_node_0_label		Electric	Electric
def_inventory_outfit_hazmat_node_0_desc		Electrical power connection.	Electrical power connection.
def_inventory_outfit_parachute_name		Outfit Inventory (Parachute)	Outfit Inventory (Parachute)
def_inventory_outfit_parachute_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the outfit. When selected, press [$[action_equipment_use]] while falling to deploy the parachute. It will then open when you are falling fast enough. Press [$[action_equipment_secondary]] to close the parachute. This parachute is single-use once equipped but can be refolded by storing it in an outfit inventory unit.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the outfit. When selected, press [$[action_equipment_use]] while falling to deploy the parachute. It will then open when you are falling fast enough. Press [$[action_equipment_secondary]] to close the parachute. This parachute is single-use once equipped but can be refolded by storing it in an outfit inventory unit.
def_inventory_outfit_parachute_s_desc		An outfit inventory unit containing a single-use parachute.	An outfit inventory unit containing a single-use parachute.
def_inventory_outfit_parachute_node_0_label		Electric	Electric
def_inventory_outfit_parachute_node_0_desc		Electrical power connection.	Electrical power connection.
def_inventory_outfit_scuba_name		Outfit Inventory (Scuba)	Outfit Inventory (Scuba)
def_inventory_outfit_scuba_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the outfit. When equipped, it will allow diving to a depth of 50m, and provides air for 2 minutes. The air tank can be refilled by storing the gear in an outfit inventory unit.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the outfit. When equipped, it will allow diving to a depth of 50m, and provides air for 2 minutes. The air tank can be refilled by storing the gear in an outfit inventory unit.
def_inventory_outfit_scuba_s_desc		An outfit inventory unit containing specialist scuba gear.	An outfit inventory unit containing specialist scuba gear.
def_inventory_outfit_scuba_node_0_label		Electric	Electric
def_inventory_outfit_scuba_node_0_desc		Electrical power connection.	Electrical power connection.
def_inventory_small_name		Small equipment inventory	Small equipment inventory
def_inventory_small_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Only small handheld equipment can be stored in this unit. When connected to an electric power source, any rechargable equipment stored in the unit will drain a small amount of electricity until recharged to 100% capacity.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Only small handheld equipment can be stored in this unit. When connected to an electric power source, any rechargable equipment stored in the unit will drain a small amount of electricity until recharged to 100% capacity.
def_inventory_small_s_desc		An empty small equipment storage unit.	An empty small equipment storage unit.
def_inventory_small_node_0_label		Electric	Electric
def_inventory_small_node_0_desc		Electrical power connection.	Electrical power connection.
def_jet_engine_combustion_chamber_name		Jet Combustion Chamber	Jet Combustion Chamber
def_jet_engine_combustion_chamber_desc		This is part of a set of modular jet engine components. Combustion will begin when the internal pressure is high enough.	This is part of a set of modular jet engine components. Combustion will begin when the internal pressure is high enough.
def_jet_engine_combustion_chamber_s_desc		A combustion chamber that burns jet fuel to sustain a jet engine.	A combustion chamber that burns jet fuel to sustain a jet engine.
def_jet_engine_combustion_chamber_node_0_label		Fuel	Fuel
def_jet_engine_combustion_chamber_node_0_desc		Jet fuel input required for combustion.	Jet fuel input required for combustion.
def_jet_engine_combustion_chamber_node_1_label		Throttle	Throttle
def_jet_engine_combustion_chamber_node_1_desc		Throttle control between 0 and 1.	Throttle control between 0 and 1.
def_jet_engine_combustion_chamber_node_2_label		Air Pressure	Air Pressure
def_jet_engine_combustion_chamber_node_2_desc		The pressure of air transferred by the chamber.	The pressure of air transferred by the chamber.
def_jet_engine_combustion_chamber_node_3_label		Temperature	Temperature
def_jet_engine_combustion_chamber_node_3_desc		The temperature of air transferred by the chamber.	The temperature of air transferred by the chamber.
def_jet_engine_combustion_chamber_node_4_label		RPS	RPS
def_jet_engine_combustion_chamber_node_4_desc		The rotations per second generated by the chamber.	The rotations per second generated by the chamber.
def_jet_engine_compressor_name		Jet Compressor	Jet Compressor
def_jet_engine_compressor_desc		This is part of a set of modular jet engine components. Electrical power is required to begin compression.	This is part of a set of modular jet engine components. Electrical power is required to begin compression.
def_jet_engine_compressor_s_desc		A compressor that compresses air within a jet engine.	A compressor that compresses air within a jet engine.
def_jet_engine_compressor_node_0_label		Compressor	Compressor
def_jet_engine_compressor_node_0_desc		Enables the compressor.	Enables the compressor.
def_jet_engine_compressor_node_1_label		Electric	Electric
def_jet_engine_compressor_node_1_desc		Electrical input for starting the compressor.	Electrical input for starting the compressor.
