id	description	en	local
def_inventory_equipment_pistol_desc		Press [$[action_equipment_use]] to fire, and [$[action_equipment_secondary]] to reload. The pistol is compact enough for a belt holster, and can be accurate when recoil is carefully managed.	[$[action_equipment_use]]を押して発砲します. [$[action_equipment_secondary]]を押して弾薬を補充します. 拳銃はベルトに取り付けられるほど小型であり, 射撃時の反動を制御できれば正確な射撃が可能です.
def_inventory_equipment_pistol_s_desc		A small equipment storage unit containing a pistol.	拳銃が保管されている小型の保管庫です.
def_inventory_equipment_pistol_node_0_label		Electric	電力
def_inventory_equipment_pistol_node_0_desc		Electrical power connection.	電力網から電力を供給します. 携帯品が保管されている時, その携帯品に充電が必要な場合は充電します.
def_inventory_equipment_pistol_ammo_name		Equipment Inventory (Pistol Ammo)	保管庫 (小, 拳銃の弾薬)
def_inventory_equipment_pistol_ammo_desc		Press [$[action_equipment_use]] to reload an equipped pistol.	[$[action_equipment_use]]を押して手持ちの拳銃に弾薬を補充します.
def_inventory_equipment_pistol_ammo_s_desc		A small equipment storage unit containing a pistol ammo magazine.	拳銃の弾薬が保管されている小型の保管庫です.
def_inventory_equipment_pistol_ammo_node_0_label		Electric	電力
def_inventory_equipment_pistol_ammo_node_0_desc		Electrical power connection.	電力網から電力を供給します. 携帯品が保管されている時, その携帯品に充電が必要な場合は充電します.
def_inventory_equipment_radio_name		Equipment inventory (Radio)	保管庫 (小, トランシーバー)
def_inventory_equipment_radio_desc		Hold [$[action_equipment_use]] transmit voice audio. Press [$[action_equipment_secondary]] to cycle between frequencies 0~8, or turn the radio off. When a frequncy is selected, the radio will transmit and receive voice audio on that frequency only. Requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. (Max Effective Range : 500m)	[$[action_equipment_use]] を押して発信します. [$[action_equipment_secondary]] を押して0から8チャンネルの範囲でチャンネルを切り替えます. 設定されたチャンネルでのみ発信/受信ができます. 範囲は500メートルです. 使用するには充電が必要であり, 使用後は通電している保管庫で充電する必要があります.
def_inventory_equipment_radio_s_desc		A small equipment storage unit containing a handheld radio.	トランシーバーが保管されている小型の保管庫です.
def_inventory_equipment_radio_node_0_label		Electric	電力
def_inventory_equipment_radio_node_0_desc		Electrical power connection.	電力網から電力を供給します. 携帯品が保管されている時, その携帯品に充電が必要な場合は充電します.
def_inventory_equipment_radio_signal_locator_name		Equipment inventory (Radio Signal Locator)	保管庫 (中, 信号探知機)
def_inventory_equipment_radio_signal_locator_desc		Press [$[action_equipment_use]] to toggle the locator on or off. When active, the locator produces audible beeps that increase in frequency as the player nears an active transponder. The handheld locator has a shorter detection range than the vehicle mounted locator, but can narrow down the target location to a smaller area. Requires electric charge to function, and will recharge when placed into a powered large equipment storage unit.	[$[action_equipment_use]] を押して信号探知機のオン/オフを切り替えます. 遭難信号を探知すると発信源までのおおよその距離を音で知らせます. 手持ちの信号探知機は乗り物に搭載するものよりも探知範囲が狭く, 発信源の特定に使用できます. 使用するには充電が必要であり, 使用後は通電している保管庫で充電する必要があります.
def_inventory_equipment_radio_signal_locator_s_desc		A large equipment storage unit containing a handheld transponder locator.	信号探知機が保管されている中型の保管庫です.
def_inventory_equipment_radio_signal_locator_node_0_label		Electric	電力
def_inventory_equipment_radio_signal_locator_node_0_desc		Electrical power connection.	電力網から電力を供給します. 携帯品が保管されている時, その携帯品に充電が必要な場合は充電します.
def_inventory_equipment_remote_control_name		Equipment inventory (Remote Control Unit)	保管庫 (小, 遠隔操作端末)
def_inventory_equipment_remote_control_desc		Press [$[action_equipment_use]] to toggle the remote control on or off. Press [$[action_equipment_secondary]] to cycle between frequencies 0~8. When active, the remote control uses the basic vehicle pilot seat input bindings and transmits them as composite radio data on the selected frequency. Requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. (Max Effective Range : 500m)	[$[action_equipment_use]] を押して遠隔操作端末のオン/オフを切り替えます. [$[action_equipment_secondary]] を押して0から8チャンネルの範囲でチャンネルを切り替えます. オンの時は通常の操縦席の操作を設定されたチャンネルで発信します. 範囲は500メートルです. 使用するには充電が必要であり, 使用後は通電している保管庫で充電する必要があります.
def_inventory_equipment_remote_control_s_desc		A small equipment storage unit containing a remote control unit.	遠隔操作端末が保管されている小型の保管庫です.
def_inventory_equipment_remote_control_node_0_label		Electric	電力
def_inventory_equipment_remote_control_node_0_desc		Electrical power connection.	電力網から電力を供給します. 携帯品が保管されている時, その携帯品に充電が必要な場合は充電します.
def_inventory_equipment_rifle_name		Equipment inventory (Rifle)	保管庫 (中, 小銃)
def_inventory_equipment_rifle_desc		Press [$[action_equipment_use]] to fire, and [$[action_equipment_secondary]] to reload. The rifle fires accurate and powerful shots for long-range engagements.	[$[action_equipment_use]]を押して発砲します. [$[action_equipment_secondary]]を押して弾薬を補充します. 小銃は正確で強力な射撃が可能であり, 遠距離からの戦闘ができます.
def_inventory_equipment_rifle_s_desc		A large equipment storage unit containing a rifle.	小銃が保管されている中型の保管庫です.
def_inventory_equipment_rifle_node_0_label		Electric	電力
def_inventory_equipment_rifle_node_0_desc		Electrical power connection.	電力網から電力を供給します. 携帯品が保管されている時, その携帯品に充電が必要な場合は充電します.
def_inventory_equipment_rifle_ammo_name		Equipment inventory (Rifle Ammo)	保管庫 (小, 小銃の弾薬)
def_inventory_equipment_rifle_ammo_desc		Press [$[action_equipment_use]] to reload an equipped rifle.	[$[action_equipment_use]]を押して手持ちの小銃に弾薬を補充します.
def_inventory_equipment_rifle_ammo_s_desc		A small equipment storage unit containing a rifle ammo magazine.	小銃の弾薬が保管されている小型の保管庫です.
def_inventory_equipment_rifle_ammo_node_0_label		Electric	電力
def_inventory_equipment_rifle_ammo_node_0_desc		Electrical power connection.	電力網から電力を供給します. 携帯品が保管されている時, その携帯品に充電が必要な場合は充電します.
def_inventory_equipment_rope_name		Equipment inventory (Rope)	保管庫 (中, ロープ)
def_inventory_equipment_rope_desc		Press [$[action_equipment_use]] to attach the rope to any rope anchor. Interacting with [$[action_interact_left]]/[$[action_interact_right]] on an occupied rope anchor will retrieve the rope if the player has inventory space to hold it.	[$[action_equipment_use]] を押してアンカー (ロープ) にロープを差し込みます. 既にロープが接続されているアンカー (ロープ) に [$[action_interact_left]]/[$[action_interact_right]] を押すとロープを取り外し, プレイヤーのインベントリに空きがあるならそこにしまいます.
def_inventory_equipment_rope_s_desc		A large equipment storage unit containing 20m of rope.	20メートルのロープが保管されている中型の保管庫です.
def_inventory_equipment_rope_node_0_label		Electric	電力
def_inventory_equipment_rope_node_0_desc		Electrical power connection.	電力網から電力を供給します. 携帯品が保管されている時, その携帯品に充電が必要な場合は充電します.
